Date,Customer,Customer-Address,Product Type,Gallon Qty,Actual Profit By Item,Actual Cost by item,Sales,Margin by Product,Unleaded cost,Clear Cost,Dyed Cost
4/24/2025,FRAZEE CONSTRUCTION CO,"2875 E. LAS VEGAS COLORADO SPRINGS, CO 80906","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)",130,$32.51 ,$312.33 ,$344.83 ,$0.25 ,$312.33 ,$332.61 ,$332.42 
4/24/2025,FRAZEE CONSTRUCTION CO,"2875 E. LAS VEGAS COLORADO SPRINGS, CO 80906",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),"1,568",$392.00 ,"$4,009.53 ","$4,401.53 ",$0.25 ,"$3,767.12 ","$4,011.73 ","$4,009.53 "
4/24/2025,ALPINE DISPOSAL INC SVCS - MAIN,"1025 S EL PASO COLORADO SPRINGS, CO 80901",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),728,$218.40 ,"$1,862.59 ","$2,080.99 ",$0.30 ,"$1,749.02 ","$1,862.59 ","$1,861.57 "
4/24/2025,McCOMB LUMBER,"1499 RED CANYON RD CANYON CITY, CO 81212",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),"3,813","$1,650.84 ","$9,074.94 ","$10,725.78 ",$0.43 ,"$8,464.86 ","$9,074.94 ","$9,151.20 "
4/24/2025,NARANJO CIVIL CONSTRUCTORS INC,"JERRY NARANJO 627 27TH ST GARDEN CITY, CO 80631",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),200,$100.00 ,$511.70 ,$611.70 ,$0.50 ,$480.50 ,$511.70 ,$511.42 
4/24/2025,TALL TIMBERS TREE AND SCRUB SERVICE,DEBRA CARPENTER PO BOX 62372 3616 W HIGH ST,#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),486,$293.03 ,"$1,156.68 ","$1,449.71 ",$0.60 ,"$1,078.92 ","$1,156.68 ","$1,166.40 "
4/24/2025,BRADLEY EXCAVATING,"2220 BUSCH AVENUE COLORADO SPRINGS, CO 80904",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),600,$341.97 ,"$1,440.00 ","$1,781.97 ",$0.57 ,"$1,332.00 ","$1,428.00 ","$1,440.00 "
4/24/2025,HCD INC.,"1310 FORD ST. COLORADO SPRINGS, CO 80915",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),837,$334.80 ,"$2,141.46 ","$2,476.26 ",$0.40 ,"$2,010.89 ","$2,141.46 ","$2,140.29 "
4/24/2025,KIRA,"8120 EDGERTON DRIVE USAF ACADEMY, CO  80840","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)",491,$122.75 ,"$1,179.63 ","$1,302.38 ",$0.25 ,"$1,179.63 ","$1,256.22 ","$1,255.54 "
4/24/2025,KIRA,"8120 EDGERTON DRIVE USAF ACADEMY, CO  80840",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),209,$52.25 ,$534.73 ,$586.98 ,$0.25 ,$502.12 ,$534.73 ,$534.43 
4/24/2025,CITY OF CS FLEET MNG.,FLEET MANAGEMENT PO BX 1575,#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),67,$20.17 ,$171.33 ,$191.50 ,$0.30 ,$160.97 ,$171.42 ,$171.33 
4/24/2025,CITY OF CS FLEET MNG.,FLEET MANAGEMENT PO BX 1575,#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),253,$76.18 ,$646.95 ,$723.13 ,$0.30 ,$607.83 ,$647.30 ,$646.95 
4/24/2025,CITY OF CS FLEET MNG.,FLEET MANAGEMENT PO BX 1575,#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),110,$33.11 ,$281.28 ,$314.39 ,$0.30 ,$264.28 ,$281.44 ,$281.28 
4/25/2025,WEEMINUCHE CONSTRUCTION AUTHORITY,"PO BOX AA TOWAOC, CO 81334",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),105,$31.50 ,$270.00 ,$301.50 ,$0.30 ,$256.04 ,$269.49 ,$270.00 
4/25/2025,PIKES PEAK INT'L RACEWAY,"16650 MIDWAY RANCH ROAD FOUNTAIN, CO 80817","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)",300,$140.27 ,$678.00 ,$818.27 ,$0.47 ,$678.00 ,$702.00 ,$711.00 
4/25/2025,GLOBAL CM LLC,"8627 Guthrie Rd Calhan, CO 80808",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),339,$254.23 ,$803.43 ,"$1,057.66 ",$0.75 ,$766.14 ,$793.26 ,$803.43 
4/25/2025,EVRAZ - PALMER PROJECT,"PO BOX 316 PUEBLO, CO 81002-0316",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),"1,508",$450.21 ,"$3,877.67 ","$4,327.88 ",$0.30 ,"$3,677.26 ","$3,870.43 ","$3,877.67 "
4/25/2025,MILLER PIPELINE LLC,"421 E. INDUSTRIAL BLVD. PUEBLO WEST, CO  81007",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),392,$252.04 ,$917.28 ,"$1,169.32 ",$0.64 ,$885.92 ,$917.28 ,$929.04 
4/25/2025,NEXT LEVEL SERVICE LLC,"6496 Fenton St. Arvada, CO 80003",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),475,$308.73 ,"$1,125.75 ","$1,434.48 ",$0.65 ,"$1,073.50 ","$1,111.50 ","$1,125.75 "
4/25/2025,TRANSPORTATION TECHNOLOGY CENTER INC MxV,"PO BOX 11130 PUEBLO, CO 81001","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)",605,$302.50 ,"$1,475.29 ","$1,777.79 ",$0.50 ,"$1,475.29 ","$1,552.79 ","$1,555.70 "
4/25/2025,FEDEX GROUND - CS (TROY HILL),"FEDEX  GROUND 125 N TROY HILL RD COLO SPGS, CO 80916",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),21,$19.80 ,$49.14 ,$68.94 ,$0.94 ,$47.46 ,$49.14 ,$49.77 
4/25/2025,SUNFLOWER LANDSCAPES,"DUSTIN HAMILTON 6825 SILVER POND HEIGHTS COLORADO SPRINGS, CO 80908","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)",339,$47.14 ,$826.65 ,$873.79 ,$0.14 ,$826.65 ,$870.08 ,$871.70 
4/25/2025,SUNFLOWER LANDSCAPES,"DUSTIN HAMILTON 6825 SILVER POND HEIGHTS COLORADO SPRINGS, CO 80908",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),213,$78.03 ,$546.69 ,$624.72 ,$0.37 ,$519.40 ,$546.69 ,$547.71 
4/25/2025,TAYLOR FARMS COLORADO,"890 N. NEWPORT ROAD COLORADO SPRINGS, CO 80916",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),123,$63.51 ,$315.69 ,$379.20 ,$0.52 ,$299.94 ,$315.69 ,$316.28 
4/25/2025,ALPINE DISPOSAL INC - TRSF STATION,"PO BOX 1207 COLORADO SPRINGS, CO 80901",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),202,$60.60 ,$518.45 ,$579.05 ,$0.30 ,$492.58 ,$518.45 ,$519.42 
4/25/2025,ALPINE DISPOSAL INC - TRSF STATION,"PO BOX 1207 COLORADO SPRINGS, CO 80901",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),102,$30.60 ,$262.28 ,$292.88 ,$0.30 ,$248.73 ,$261.79 ,$262.28 
4/25/2025,BRIGHTVIEW LANDSCAPE SERVICES,"7357 COLE VIEW COLORADO SPRINGS, CO 80915","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)",450,$165.40 ,"$1,017.00 ","$1,182.40 ",$0.37 ,"$1,017.00 ","$1,053.00 ","$1,066.50 "
4/25/2025,HENSEL PHELPS CONSTRUCTION CO.,"SPUTNIK ST BOX 64 SCHRIEVER AFB COLORADO SPRINGS, CO 80912",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),261,$104.40 ,$671.14 ,$775.54 ,$0.40 ,$636.45 ,$669.88 ,$671.14 
4/25/2025,Anderson Landscaping (COD),"Chad Anderson 16715 Oak Brush Loop Peyton, CO","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)",194,$48.03 ,$438.44 ,$486.47 ,$0.25 ,$438.44 ,$453.96 ,$459.78 
4/25/2025,Anderson Landscaping (COD),"Chad Anderson 16715 Oak Brush Loop Peyton, CO",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),687,$359.27 ,"$1,607.58 ","$1,966.85 ",$0.52 ,"$1,552.62 ","$1,607.58 ","$1,628.19 "
4/25/2025,Anderson Landscaping (COD),"Chad Anderson 16715 Oak Brush Loop Peyton, CO",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),252,$133.55 ,$597.24 ,$730.79 ,$0.53 ,$569.52 ,$589.68 ,$597.24 
4/25/2025,FINSTERWALD IRRIGATION,"2232 WEST UINTAH COLO SPGS, CO 80904","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)",163,$76.21 ,$368.38 ,$444.59 ,$0.47 ,$368.38 ,$381.42 ,$386.31 
4/25/2025,FINSTERWALD IRRIGATION,"2232 WEST UINTAH COLO SPGS, CO 80904",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),170,$126.30 ,$397.80 ,$524.10 ,$0.74 ,$384.20 ,$397.80 ,$402.90 
4/25/2025,HPD ENTERPRISE INC.,"125 N. WAHSATCH COLORADO SPRINGS, CO 80903",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),191,$76.40 ,$491.14 ,$567.54 ,$0.40 ,$465.75 ,$490.22 ,$491.14 
4/25/2025,COLORADO SPRGS UTILITIES,"P.O. BOX 1103 MAIL CODE 929 COLORADO SPRINGS, CO 80947dr",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),41,$15.58 ,$105.43 ,$121.01 ,$0.38 ,$99.98 ,$105.23 ,$105.43 
4/25/2025,TWO MEN AND A TRUCK,"ERIC ST. PIERRE 3220 FILLMORE RIDGE HEIGHTS COLORADO SPRINGS, CO 80907","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)",7,$2.45 ,$17.07 ,$19.52 ,$0.35 ,$17.07 ,$17.97 ,$18.00 
4/25/2025,TWO MEN AND A TRUCK,"ERIC ST. PIERRE 3220 FILLMORE RIDGE HEIGHTS COLORADO SPRINGS, CO 80907",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),124,$43.40 ,$318.26 ,$361.66 ,$0.35 ,$302.37 ,$318.26 ,$318.85 
4/25/2025,ALPINE DISPOSAL INC SVCS - MAIN,"1025 S EL PASO COLORADO SPRINGS, CO 80901",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),"1,380",$414.00 ,"$3,541.91 ","$3,955.91 ",$0.30 ,"$3,365.13 ","$3,541.91 ","$3,548.53 "
4/25/2025,SCHMIDT CONSTRUCTION,"ATTN: ACCOUNTS PAYABLE 2635 DELTA DRIVE COLORADO SPRINGS, CO 80916",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),"1,810",$633.50 ,"$4,645.55 ","$5,279.05 ",$0.35 ,"$4,413.69 ","$4,645.55 ","$4,654.23 "
4/25/2025,SCHMIDT CONSTRUCTION,"ATTN: ACCOUNTS PAYABLE 2635 DELTA DRIVE COLORADO SPRINGS, CO 80916",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),899,$314.65 ,"$2,311.69 ","$2,626.34 ",$0.35 ,"$2,192.21 ","$2,307.37 ","$2,311.69 "
4/25/2025,C & C Land {COD},"8500 MOHAWK RD. COLORADO SPRINGS, CO  80908",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),"1,000",$529.95 ,"$2,370.00 ","$2,899.95 ",$0.53 ,"$2,260.00 ","$2,340.00 ","$2,370.00 "
4/25/2025,SCHMIDT CONSTRUCTION,"ATTN: ACCOUNTS PAYABLE 2635 DELTA DRIVE COLORADO SPRINGS, CO 80916",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),800,$280.00 ,"$2,057.12 ","$2,337.12 ",$0.35 ,"$1,950.80 ","$2,053.28 ","$2,057.12 "
4/25/2025,JENKINS FARMS,"448 K STREET PENROSE, CO 81240",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),400,$259.98 ,$948.00 ,"$1,207.98 ",$0.65 ,$904.00 ,$936.00 ,$948.00 
4/25/2025,FOUR MILE GOLF/SREI,"3501 TELEGRAPH TRAIL CANON CITY, CO 81212",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),125,$74.99 ,$296.25 ,$371.24 ,$0.60 ,$282.50 ,$292.50 ,$296.25 
4/25/2025,FOUR MILE GOLF/SREI,"3501 TELEGRAPH TRAIL CANON CITY, CO 81212",PREM 91 (PREMIUM 91 NO ETHANOL (CLEAR) BULK),446,$536.74 ,"$1,043.64 ","$1,580.38 ",$1.20 ,"$1,007.96 ","$1,043.64 ","$1,057.02 "
4/25/2025,COLORADO QUARRIES INC,"NICOLE MARTIN 270 S 15TH ST CANON CITY, CO 81212",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),"1,000",$98.65 ,"$2,571.40 ","$2,670.05 ",$0.10 ,"$2,438.50 ","$2,566.60 ","$2,571.40 "
4/25/2025,R & N COMPONENTS,"TERRY GINGERICH 230 SHOOP DR PENROSE, CO 81240",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),122,$103.69 ,$289.14 ,$392.83 ,$0.85 ,$275.72 ,$285.48 ,$289.14 
4/25/2025,COLORADO SPRGS UTILITIES,"P.O. BOX 1103 MAIL CODE 929 COLORADO SPRINGS, CO 80947dr",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),92,$34.96 ,$236.57 ,$271.53 ,$0.38 ,$224.34 ,$236.13 ,$236.57 
4/25/2025,EVRAZ,"2690 E LAS VEGAS ST COLORADO SPRINGS, CO 80906",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),486,$145.80 ,"$1,247.37 ","$1,393.17 ",$0.30 ,"$1,185.11 ","$1,247.37 ","$1,249.70 "
4/25/2025,EVRAZ,"2690 E LAS VEGAS ST COLORADO SPRINGS, CO 80906",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),353,$105.90 ,$907.70 ,"$1,013.60 ",$0.30 ,$860.79 ,$906.01 ,$907.70 
4/25/2025,RELIABLE SANITATION ***,"2239 COMMERCIAL BLVD COLORADO SPRINGS, CO 80906","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)",119,$22.50 ,$290.18 ,$312.68 ,$0.19 ,$290.18 ,$305.43 ,$306.00 
4/25/2025,RELIABLE SANITATION ***,"2239 COMMERCIAL BLVD COLORADO SPRINGS, CO 80906",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),337,$140.31 ,$864.94 ,"$1,005.25 ",$0.42 ,$821.77 ,$864.94 ,$866.56 
4/25/2025,RANDY'S HIGH COUNTRY,"TOWING  *** 1205 E LAS VEGAS STREET COLORADO SPRINGS, CO 80903",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),296,$116.31 ,$692.64 ,$808.95 ,$0.39 ,$668.96 ,$692.64 ,$701.52 
4/25/2025,AGRILAND FS,"AGRILAND FS DBA BRING FUEL 421 N. 10TH ST WINTERSET, IA 50273",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),642,$224.70 ,"$1,650.84 ","$1,875.54 ",$0.35 ,"$1,565.52 ","$1,647.76 ","$1,650.84 "
4/25/2025,GEOCYCLE LLC,"PO #5500014140 P.O. BOX 300 CONCORD, ON CANADA L4K 186, ON",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),158,$118.27 ,$406.28 ,$524.55 ,$0.75 ,$385.28 ,$405.52 ,$406.28 
4/25/2025,AGRILAND FS,"AGRILAND FS DBA BRING FUEL 421 N. 10TH ST WINTERSET, IA 50273","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)",204,$71.40 ,$497.45 ,$568.85 ,$0.35 ,$497.45 ,$523.59 ,$524.57 
4/25/2025,"LIBERTY DISPOSAL, INC.","MATTHEW BRIGANCE PO BOX 489 HAMPSTEAD, NC 28443",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),533,$316.04 ,"$1,247.22 ","$1,563.26 ",$0.59 ,"$1,204.58 ","$1,247.22 ","$1,263.21 "
4/25/2025,"COLORADO JETCENTER, INC.","1575 AVIATION WAY COLORADO SPRINGS, CO 80916",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),229,$68.37 ,$588.85 ,$657.22 ,$0.30 ,$558.42 ,$587.75 ,$588.85 
4/25/2025,FOUNTAIN VALLEY SCHOOL,"6155 FOUNTAIN VALLEY SCHOOL ROAD COLORADO SPRINGS, CO 80911","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)",396,$145.56 ,$894.96 ,"$1,040.52 ",$0.37 ,$894.96 ,$926.64 ,$938.52 
4/25/2025,WEATHERCRAFT ROOFING,"JOHN FLEMING PO BOX 16039 COLORADO SPRINGS, CO 80935","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)",214,$113.10 ,$483.64 ,$596.74 ,$0.53 ,$483.64 ,$500.76 ,$507.18 
4/25/2025,WEATHERCRAFT ROOFING,"JOHN FLEMING PO BOX 16039 COLORADO SPRINGS, CO 80935",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),88,$50.74 ,$205.92 ,$256.66 ,$0.58 ,$198.88 ,$205.92 ,$208.56 
4/25/2025,PETROLEUM TRADERS CORP,"P.O. BOX 2357 FT WAYNE, IN 46801-2357",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),395,$138.25 ,"$1,013.81 ","$1,152.06 ",$0.35 ,$963.21 ,"$1,013.81 ","$1,015.70 "
4/25/2025,PETROLEUM TRADERS CORP,"P.O. BOX 2357 FT WAYNE, IN 46801-2357",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),33,$11.55 ,$84.86 ,$96.41 ,$0.35 ,$80.47 ,$84.70 ,$84.86 
4/25/2025,"5150 HOLDINGS/PAONIA, INC.","6275 Lake Shore Court Colorado Springs, CO 80915","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)",416,$82.19 ,$940.16 ,"$1,022.35 ",$0.20 ,$940.16 ,$973.44 ,$985.92 
4/25/2025,"5150 HOLDINGS/PAONIA, INC.","6275 Lake Shore Court Colorado Springs, CO 80915",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),"1,850",$874.96 ,"$4,329.00 ","$5,203.96 ",$0.47 ,"$4,181.00 ","$4,329.00 ","$4,384.50 "
4/25/2025,"5150 HOLDINGS/PAONIA, INC.","6275 Lake Shore Court Colorado Springs, CO 80915",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),369,$177.10 ,$874.53 ,"$1,051.63 ",$0.48 ,$833.94 ,$863.46 ,$874.53 
4/25/2025,GARDEN OF THE GODS CLUB,"1495 HILL CIRCLE COLORADO SPRINGS, CO 80904","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)",205,$95.85 ,$463.30 ,$559.15 ,$0.47 ,$463.30 ,$479.70 ,$485.85 
4/25/2025,GARDEN OF THE GODS CLUB,"1495 HILL CIRCLE COLORADO SPRINGS, CO 80904",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),72,$54.00 ,$170.64 ,$224.64 ,$0.75 ,$162.72 ,$168.48 ,$170.64 
4/25/2025,T-BONE CONSTRUCTION,"ACCOUNTS PAYABLE 1310 FORD STREET COLORADO SPRINGS, CO 80915",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),333,$216.92 ,$789.21 ,"$1,006.13 ",$0.65 ,$752.58 ,$779.22 ,$789.21 
4/25/2025,BROADMOOR GOLF/CART SHOP,"P.O. BOX 9024 LAWRENCE, KS 66044","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)","1,100",$270.26 ,"$2,682.35 ","$2,952.61 ",$0.25 ,"$2,682.35 ","$2,823.26 ","$2,828.54 "
4/25/2025,BROADMOOR GOLF/CART SHOP,"P.O. BOX 9024 LAWRENCE, KS 66044",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),900,$225.00 ,"$2,314.26 ","$2,539.26 ",$0.25 ,"$2,194.65 ","$2,309.94 ","$2,314.26 "
4/25/2025,BROADMOOR GOLF/CART SHOP,"P.O. BOX 9024 LAWRENCE, KS 66044","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)","1,650",$412.46 ,"$4,023.53 ","$4,435.98 ",$0.25 ,"$4,023.53 ","$4,234.89 ","$4,242.81 "
4/25/2025,BUILDER'S FIRST SOURCE-LUMBER,"870 PAONIA  ST COLORADO SPRINGS, CO 80915",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),230,$57.50 ,$590.32 ,$647.82 ,$0.25 ,$560.86 ,$590.32 ,$591.42 
4/25/2025,BUILDER'S FIRST SOURCE-LUMBER,"870 PAONIA  ST COLORADO SPRINGS, CO 80915",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),43,$10.75 ,$110.57 ,$121.32 ,$0.25 ,$104.86 ,$110.36 ,$110.57 
4/25/2025,FRAZEE CONSTRUCTION CO,"2875 E. LAS VEGAS COLORADO SPRINGS, CO 80906","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)",107,$26.75 ,$260.92 ,$287.67 ,$0.25 ,$260.92 ,$274.63 ,$275.14 
4/25/2025,FRAZEE CONSTRUCTION CO,"2875 E. LAS VEGAS COLORADO SPRINGS, CO 80906",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),254,$63.50 ,$651.92 ,$715.42 ,$0.25 ,$619.38 ,$651.92 ,$653.14 
4/25/2025,FRAZEE CONSTRUCTION CO,"2875 E. LAS VEGAS COLORADO SPRINGS, CO 80906",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),843,$210.75 ,"$2,167.69 ","$2,378.44 ",$0.25 ,"$2,055.66 ","$2,163.64 ","$2,167.69 "
4/28/2025,WEEMINUCHE CONSTRUCTION AUTHORITY,"PO BOX AA TOWAOC, CO 81334",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),504,$151.20 ,"$1,304.40 ","$1,455.60 ",$0.30 ,"$1,236.56 ","$1,301.18 ","$1,304.40 "
4/28/2025,ABOVE & BEYOND LANDSCAPE,"1960 ASPEN CIRCLE PUEBLO, CO 81006",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),180,$137.33 ,$435.60 ,$572.93 ,$0.76 ,$412.20 ,$435.60 ,$432.00 
4/28/2025,PEARSON DRILLING LLC,"5785 RED CREEK SPRINGS RD PUEBLO, CO 81005",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),666,$341.62 ,"$1,611.72 ","$1,953.34 ",$0.51 ,"$1,525.14 ","$1,611.72 ","$1,598.40 "
4/28/2025,FEDEX GROUND - PUEBLO,"FEDEX  GROUND 150 GREENHORN DRIVE PUEBLO, CO  81004",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),10,$8.63 ,$24.20 ,$32.83 ,$0.86 ,$22.90 ,$24.20 ,$24.00 
4/28/2025,EVRAZ - PALMER PROJECT,"PO BOX 316 PUEBLO, CO 81002-0316",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),50,$15.07 ,$129.09 ,$144.15 ,$0.30 ,$122.68 ,$129.09 ,$129.41 
4/28/2025,EVRAZ - PALMER PROJECT,"PO BOX 316 PUEBLO, CO 81002-0316",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),770,$255.52 ,"$1,992.84 ","$2,248.36 ",$0.33 ,"$1,889.20 ","$1,987.91 ","$1,992.84 "
4/28/2025,COLORADO QUARRIES INC,"NICOLE MARTIN 270 S 15TH ST CANON CITY, CO 81212",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),"1,526",$225.97 ,"$3,949.44 ","$4,175.41 ",$0.15 ,"$3,744.04 ","$3,939.67 ","$3,949.44 "
4/28/2025,HOLCIM,"HOLCIM, PORTLAND PLANT P.O. BOX 7500 CONCORD,ON CANADA L4K 1B6502989",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),250,$110.74 ,$605.00 ,$715.74 ,$0.44 ,$572.50 ,$605.00 ,$600.00 
4/28/2025,HOLCIM,"HOLCIM, PORTLAND PLANT P.O. BOX 7500 CONCORD,ON CANADA L4K 1B6502989",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),"1,226",$612.94 ,"$2,942.40 ","$3,555.34 ",$0.50 ,"$2,807.54 ","$2,966.92 ","$2,942.40 "
4/28/2025,HPD ENTERPRISE INC.,"125 N. WAHSATCH COLORADO SPRINGS, CO 80903",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),89,$35.60 ,$230.34 ,$265.94 ,$0.40 ,$218.36 ,$229.77 ,$230.34 
4/28/2025,TIMBERLINE LANDSCAPING (T155),"INC 8110 OPPORTUNITY VIEW COLORADO SPRINGS, CO 80939","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)","1,300",$259.95 ,"$3,189.55 ","$3,449.50 ",$0.20 ,"$3,189.55 ","$3,356.21 ","$3,364.53 "
4/28/2025,COLORADO SPRGS UTILITIES,"P.O. BOX 1103 MAIL CODE 929 COLORADO SPRINGS, CO 80947dr",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),1,$0.38 ,$2.59 ,$2.97 ,$0.38 ,$2.45 ,$2.58 ,$2.59 
4/28/2025,TWO MEN AND A TRUCK,"ERIC ST. PIERRE 3220 FILLMORE RIDGE HEIGHTS COLORADO SPRINGS, CO 80907","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)",10,$3.51 ,$24.54 ,$28.04 ,$0.35 ,$24.54 ,$25.82 ,$25.88 
4/28/2025,TWO MEN AND A TRUCK,"ERIC ST. PIERRE 3220 FILLMORE RIDGE HEIGHTS COLORADO SPRINGS, CO 80907",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),198,$69.30 ,$511.18 ,$580.48 ,$0.35 ,$485.79 ,$511.18 ,$512.44 
4/28/2025,SCHMIDT CONSTRUCTION,"ATTN: ACCOUNTS PAYABLE 2635 DELTA DRIVE COLORADO SPRINGS, CO 80916",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),"2,102",$945.90 ,"$5,426.73 ","$6,372.63 ",$0.45 ,"$5,157.26 ","$5,426.73 ","$5,440.19 "
4/28/2025,SCHMIDT CONSTRUCTION,"ATTN: ACCOUNTS PAYABLE 2635 DELTA DRIVE COLORADO SPRINGS, CO 80916",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),"1,508",$678.60 ,"$3,902.85 ","$4,581.45 ",$0.45 ,"$3,699.88 ","$3,893.20 ","$3,902.85 "
